actual_mode,predicted_mode,iscorrect_mode,iscorrect_inferences,total_nodes,p
standing,standing,1,0,100,0.0
sitting,standing,0,0,100,0.0
walking,sitting,0,0,100,0.0
sitting,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
sitting,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
walking,standing,0,0,100,0.0
standing,sitting,0,0,100,0.0
standing,sitting,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,walking,1,0,100,0.0
sitting,standing,0,0,100,0.0
walking,standing,0,0,100,0.0
walking,walking,1,0,100,0.0
sitting,standing,0,0,100,0.0
sitting,walking,0,0,100,0.0
walking,sitting,0,0,100,0.0
sitting,standing,0,0,100,0.0
sitting,walking,0,0,100,0.0
standing,sitting,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,sitting,0,0,100,0.0
walking,sitting,0,0,100,0.0
standing,sitting,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,standing,0,0,100,0.0
sitting,standing,0,0,100,0.0
walking,standing,0,0,100,0.0
standing,sitting,0,0,100,0.0
walking,walking,1,0,100,0.0
sitting,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,sitting,0,0,100,0.0
standing,sitting,0,0,100,0.0
standing,sitting,0,0,100,0.0
standing,sitting,0,0,100,0.0
sitting,walking,0,0,100,0.0
walking,sitting,0,0,100,0.0
sitting,walking,0,0,100,0.0
sitting,standing,0,0,100,0.0
sitting,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,sitting,1,0,100,0.0
walking,standing,0,0,100,0.0
sitting,standing,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,sitting,0,0,100,0.0
walking,walking,1,0,100,0.0
standing,walking,0,0,100,0.0
walking,walking,1,0,100,0.0
standing,sitting,0,0,100,0.0
standing,standing,1,0,100,0.0
sitting,walking,0,0,100,0.0
sitting,walking,0,0,100,0.0
walking,sitting,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,sitting,0,0,100,0.0
sitting,walking,0,0,100,0.0
sitting,walking,0,0,100,0.0
walking,sitting,0,0,100,0.0
walking,sitting,0,0,100,0.0
walking,standing,0,0,100,0.0
walking,standing,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,sitting,0,0,100,0.0
sitting,sitting,1,0,100,0.0
walking,standing,0,0,100,0.0
standing,standing,1,0,100,0.0
sitting,walking,0,0,100,0.0
standing,standing,1,0,100,0.0
standing,sitting,0,0,100,0.0
sitting,standing,0,0,100,0.0
sitting,standing,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,standing,0,0,100,0.0
walking,standing,0,0,100,0.0
walking,sitting,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,sitting,0,0,100,0.0
sitting,standing,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,sitting,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
sitting,sitting,1,0,100,0.0
standing,walking,0,0,100,0.0
sitting,standing,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
standing,sitting,0,0,100,0.0
standing,walking,0,0,100,0.0
sitting,sitting,1,0,100,0.0
standing,sitting,0,0,100,0.0
walking,sitting,0,0,100,0.0
sitting,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
walking,sitting,0,0,100,0.0
sitting,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,sitting,1,0,100,0.0
standing,sitting,0,0,100,0.0
sitting,standing,0,0,100,0.0
walking,standing,0,0,100,0.0
standing,sitting,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
walking,sitting,0,0,100,0.0
standing,walking,0,0,100,0.0
sitting,standing,0,0,100,0.0
standing,sitting,0,0,100,0.0
sitting,standing,0,0,100,0.0
walking,sitting,0,0,100,0.0
sitting,walking,0,0,100,0.0
walking,walking,1,0,100,0.0
walking,sitting,0,0,100,0.0
walking,sitting,0,0,100,0.0
standing,sitting,0,0,100,0.0
sitting,sitting,1,0,100,0.0
walking,sitting,0,0,100,0.0
sitting,standing,0,0,100,0.0
sitting,standing,0,0,100,0.0
standing,sitting,0,0,100,0.0
walking,sitting,0,0,100,0.0
walking,sitting,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,standing,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,walking,0,0,100,0.0
sitting,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,sitting,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,walking,1,0,100,0.0
standing,sitting,0,0,100,0.0
standing,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
sitting,walking,0,0,100,0.0
standing,walking,0,0,100,0.0
sitting,walking,0,0,100,0.0
sitting,walking,0,0,100,0.0
standing,sitting,0,0,100,0.0
standing,standing,1,0,100,0.0
standing,standing,1,0,100,0.0
walking,walking,1,0,100,0.0
walking,standing,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,sitting,1,0,100,0.0
walking,sitting,0,0,100,0.0
standing,standing,1,0,100,0.0
standing,standing,1,0,100,0.0
standing,walking,0,0,100,0.0
walking,standing,0,0,100,0.0
sitting,standing,0,0,100,0.0
walking,sitting,0,0,100,0.0
standing,sitting,0,0,100,0.0
sitting,walking,0,0,100,0.0
sitting,sitting,1,0,100,0.0
sitting,walking,0,0,100,0.0
standing,standing,1,0,100,0.0
sitting,standing,0,0,100,0.0
sitting,standing,0,0,100,0.0
standing,walking,0,0,100,0.0
sitting,walking,0,0,100,0.0
standing,sitting,0,0,100,0.0
sitting,standing,0,0,100,0.0
sitting,sitting,1,0,100,0.0
sitting,standing,0,0,100,0.0
walking,standing,0,0,100,0.0
standing,standing,1,0,100,0.0
walking,sitting,0,0,100,0.0
sitting,standing,0,11,100,0.1
walking,standing,0,7,100,0.1
sitting,standing,0,7,100,0.1
standing,sitting,0,12,100,0.1
standing,walking,0,9,100,0.1
walking,walking,1,8,100,0.1
standing,walking,0,8,100,0.1
sitting,walking,0,12,100,0.1
walking,standing,0,7,100,0.1
sitting,walking,0,13,100,0.1
standing,walking,0,10,100,0.1
sitting,standing,0,11,100,0.1
walking,walking,1,7,100,0.1
walking,sitting,0,10,100,0.1
standing,sitting,0,13,100,0.1
sitting,standing,0,9,100,0.1
walking,standing,0,13,100,0.1
standing,walking,0,15,100,0.1
sitting,walking,0,5,100,0.1
sitting,walking,0,11,100,0.1
walking,standing,0,8,100,0.1
sitting,walking,0,6,100,0.1
walking,walking,1,11,100,0.1
sitting,sitting,1,12,100,0.1
walking,walking,1,8,100,0.1
standing,walking,0,13,100,0.1
walking,standing,0,10,100,0.1
walking,standing,0,14,100,0.1
standing,sitting,0,5,100,0.1
standing,walking,0,13,100,0.1
sitting,standing,0,10,100,0.1
sitting,sitting,1,16,100,0.1
sitting,sitting,1,11,100,0.1
standing,sitting,0,4,100,0.1
walking,sitting,0,10,100,0.1
standing,standing,1,15,100,0.1
sitting,sitting,1,6,100,0.1
standing,walking,0,10,100,0.1
sitting,standing,0,12,100,0.1
sitting,sitting,1,14,100,0.1
standing,walking,0,6,100,0.1
walking,standing,0,8,100,0.1
walking,sitting,0,9,100,0.1
standing,sitting,0,12,100,0.1
sitting,walking,0,7,100,0.1
standing,sitting,0,8,100,0.1
walking,sitting,0,14,100,0.1
sitting,walking,0,9,100,0.1
standing,walking,0,7,100,0.1
walking,sitting,0,13,100,0.1
walking,standing,0,8,100,0.1
sitting,walking,0,11,100,0.1
walking,standing,0,14,100,0.1
walking,standing,0,8,100,0.1
sitting,sitting,1,12,100,0.1
standing,standing,1,8,100,0.1
standing,sitting,0,10,100,0.1
sitting,sitting,1,8,100,0.1
standing,standing,1,10,100,0.1
walking,sitting,0,9,100,0.1
walking,sitting,0,7,100,0.1
sitting,standing,0,10,100,0.1
walking,sitting,0,7,100,0.1
standing,sitting,0,15,100,0.1
standing,walking,0,13,100,0.1
walking,standing,0,7,100,0.1
sitting,walking,0,8,100,0.1
walking,walking,1,9,100,0.1
walking,walking,1,10,100,0.1
sitting,standing,0,9,100,0.1
standing,sitting,0,7,100,0.1
sitting,sitting,1,11,100,0.1
walking,standing,0,6,100,0.1
sitting,walking,0,7,100,0.1
standing,sitting,0,10,100,0.1
standing,walking,0,9,100,0.1
sitting,standing,0,9,100,0.1
sitting,walking,0,5,100,0.1
walking,standing,0,9,100,0.1
standing,walking,0,9,100,0.1
sitting,walking,0,12,100,0.1
standing,sitting,0,6,100,0.1
walking,standing,0,11,100,0.1
sitting,standing,0,11,100,0.1
standing,sitting,0,9,100,0.1
walking,sitting,0,8,100,0.1
walking,standing,0,9,100,0.1
standing,standing,1,10,100,0.1
standing,walking,0,7,100,0.1
standing,standing,1,7,100,0.1
sitting,standing,0,6,100,0.1
walking,sitting,0,9,100,0.1
walking,standing,0,12,100,0.1
sitting,walking,0,9,100,0.1
standing,sitting,0,13,100,0.1
standing,sitting,0,14,100,0.1
walking,standing,0,12,100,0.1
walking,sitting,0,4,100,0.1
sitting,standing,0,8,100,0.1
standing,standing,1,5,100,0.1
walking,sitting,0,9,100,0.1
standing,sitting,0,7,100,0.1
sitting,walking,0,8,100,0.1
walking,walking,1,12,100,0.1
standing,walking,0,13,100,0.1
sitting,sitting,1,14,100,0.1
walking,sitting,0,11,100,0.1
sitting,standing,0,7,100,0.1
walking,sitting,0,8,100,0.1
walking,sitting,0,6,100,0.1
walking,sitting,0,18,100,0.1
walking,walking,1,14,100,0.1
standing,standing,1,14,100,0.1
walking,sitting,0,10,100,0.1
walking,walking,1,9,100,0.1
standing,standing,1,9,100,0.1
walking,sitting,0,12,100,0.1
sitting,standing,0,8,100,0.1
walking,walking,1,10,100,0.1
sitting,walking,0,14,100,0.1
standing,walking,0,9,100,0.1
standing,walking,0,9,100,0.1
standing,walking,0,8,100,0.1
sitting,walking,0,9,100,0.1
walking,standing,0,12,100,0.1
standing,standing,1,11,100,0.1
sitting,walking,0,7,100,0.1
standing,walking,0,15,100,0.1
sitting,sitting,1,7,100,0.1
walking,walking,1,13,100,0.1
standing,standing,1,11,100,0.1
standing,walking,0,8,100,0.1
standing,sitting,0,10,100,0.1
sitting,standing,0,11,100,0.1
sitting,walking,0,11,100,0.1
sitting,standing,0,10,100,0.1
sitting,standing,0,12,100,0.1
sitting,walking,0,5,100,0.1
sitting,walking,0,12,100,0.1
sitting,walking,0,7,100,0.1
sitting,walking,0,16,100,0.1
walking,standing,0,16,100,0.1
standing,walking,0,9,100,0.1
walking,sitting,0,8,100,0.1
sitting,walking,0,13,100,0.1
walking,sitting,0,10,100,0.1
walking,sitting,0,8,100,0.1
standing,walking,0,12,100,0.1
standing,sitting,0,8,100,0.1
standing,walking,0,7,100,0.1
standing,walking,0,7,100,0.1
sitting,walking,0,9,100,0.1
walking,sitting,0,10,100,0.1
sitting,standing,0,10,100,0.1
sitting,standing,0,16,100,0.1
walking,sitting,0,6,100,0.1
standing,walking,0,6,100,0.1
sitting,walking,0,10,100,0.1
sitting,walking,0,8,100,0.1
sitting,sitting,1,9,100,0.1
sitting,walking,0,12,100,0.1
sitting,sitting,1,11,100,0.1
standing,sitting,0,6,100,0.1
walking,sitting,0,9,100,0.1
walking,sitting,0,8,100,0.1
sitting,walking,0,13,100,0.1
sitting,standing,0,10,100,0.1
sitting,walking,0,12,100,0.1
sitting,sitting,1,8,100,0.1
sitting,walking,0,4,100,0.1
standing,sitting,0,11,100,0.1
walking,sitting,0,11,100,0.1
walking,sitting,0,11,100,0.1
walking,sitting,0,7,100,0.1
walking,sitting,0,6,100,0.1
walking,walking,1,11,100,0.1
walking,walking,1,12,100,0.1
sitting,walking,0,13,100,0.1
walking,standing,0,9,100,0.1
walking,sitting,0,11,100,0.1
standing,walking,0,13,100,0.1
sitting,sitting,1,9,100,0.1
sitting,sitting,1,5,100,0.1
standing,standing,1,7,100,0.1
walking,standing,0,9,100,0.1
sitting,walking,0,3,100,0.1
sitting,sitting,1,10,100,0.1
standing,standing,1,9,100,0.1
sitting,standing,0,11,100,0.1
sitting,walking,0,10,100,0.1
walking,sitting,0,7,100,0.1
sitting,walking,0,14,100,0.1
sitting,standing,0,13,100,0.1
walking,standing,0,4,100,0.1
walking,standing,0,12,100,0.1
sitting,standing,0,11,100,0.1
standing,sitting,0,10,100,0.1
walking,sitting,0,13,100,0.1
walking,sitting,0,14,100,0.1
standing,sitting,0,6,100,0.1
standing,standing,1,12,100,0.1
sitting,standing,0,13,100,0.1
standing,walking,0,9,100,0.1
walking,standing,0,14,100,0.1
walking,walking,1,5,100,0.1
standing,sitting,0,13,100,0.1
walking,standing,0,15,100,0.1
sitting,standing,0,11,100,0.1
standing,sitting,0,9,100,0.1
sitting,sitting,1,6,100,0.1
standing,sitting,0,12,100,0.1
sitting,standing,0,13,100,0.1
walking,standing,0,12,100,0.1
sitting,standing,0,12,100,0.1
sitting,standing,0,10,100,0.1
walking,standing,0,8,100,0.1
walking,sitting,0,14,100,0.1
walking,walking,1,15,100,0.1
walking,walking,1,15,100,0.1
sitting,sitting,1,9,100,0.1
walking,standing,0,11,100,0.1
standing,walking,0,11,100,0.1
sitting,walking,0,8,100,0.1
sitting,standing,0,6,100,0.1
walking,sitting,0,11,100,0.1
walking,standing,0,5,100,0.1
sitting,walking,0,7,100,0.1
sitting,walking,0,10,100,0.1
walking,sitting,0,11,100,0.1
standing,sitting,0,14,100,0.1
sitting,standing,0,14,100,0.1
standing,standing,1,7,100,0.1
walking,standing,0,9,100,0.1
standing,walking,0,7,100,0.1
standing,walking,0,8,100,0.1
standing,standing,1,7,100,0.1
sitting,standing,0,7,100,0.1
standing,walking,0,17,100,0.1
walking,walking,1,7,100,0.1
walking,standing,0,11,100,0.1
walking,sitting,0,7,100,0.1
walking,walking,1,10,100,0.1
standing,standing,1,5,100,0.1
sitting,sitting,1,14,100,0.1
standing,walking,0,11,100,0.1
standing,sitting,0,13,100,0.1
sitting,standing,0,11,100,0.1
walking,sitting,0,7,100,0.1
sitting,walking,0,14,100,0.1
walking,sitting,0,18,100,0.1
standing,walking,0,14,100,0.1
walking,sitting,0,13,100,0.1
standing,standing,1,6,100,0.1
walking,standing,0,8,100,0.1
walking,standing,0,8,100,0.1
standing,sitting,0,11,100,0.1
standing,walking,0,1,100,0.1
standing,walking,0,11,100,0.1
walking,standing,0,9,100,0.1
walking,walking,1,16,100,0.1
sitting,walking,0,13,100,0.1
sitting,walking,0,11,100,0.1
walking,standing,0,10,100,0.1
walking,standing,0,10,100,0.1
standing,sitting,0,9,100,0.1
standing,sitting,0,11,100,0.1
sitting,sitting,1,11,100,0.1
sitting,standing,0,10,100,0.1
sitting,walking,0,10,100,0.1
sitting,walking,0,5,100,0.1
standing,sitting,0,11,100,0.1
standing,walking,0,13,100,0.1
walking,standing,0,6,100,0.1
standing,standing,1,7,100,0.1
standing,sitting,0,8,100,0.1
sitting,walking,0,8,100,0.1
sitting,walking,0,11,100,0.1
walking,walking,1,7,100,0.1
walking,walking,1,5,100,0.1
standing,sitting,0,11,100,0.1
sitting,standing,0,6,100,0.1
sitting,standing,0,9,100,0.1
walking,standing,0,10,100,0.1
sitting,sitting,1,11,100,0.1
standing,standing,1,10,100,0.1
walking,walking,1,10,100,0.1
standing,walking,0,9,100,0.1
walking,walking,1,8,100,0.1
walking,sitting,0,9,100,0.1
sitting,walking,0,9,100,0.1
sitting,sitting,1,12,100,0.1
sitting,sitting,1,7,100,0.1
standing,sitting,0,18,100,0.1
sitting,sitting,1,13,100,0.1
sitting,standing,0,11,100,0.1
standing,sitting,0,11,100,0.1
standing,sitting,0,9,100,0.1
standing,sitting,0,8,100,0.1
sitting,standing,0,8,100,0.1
standing,walking,0,7,100,0.1
walking,sitting,0,12,100,0.1
standing,walking,0,18,100,0.1
walking,standing,0,15,100,0.1
walking,standing,0,4,100,0.1
standing,sitting,0,8,100,0.1
standing,sitting,0,8,100,0.1
sitting,standing,0,8,100,0.1
sitting,walking,0,11,100,0.1
walking,standing,0,11,100,0.1
walking,standing,0,12,100,0.1
standing,standing,1,11,100,0.1
sitting,walking,0,10,100,0.1
walking,sitting,0,15,100,0.1
walking,walking,1,12,100,0.1
standing,standing,1,9,100,0.1
walking,walking,1,10,100,0.1
standing,walking,0,8,100,0.1
sitting,sitting,1,10,100,0.1
standing,standing,1,12,100,0.1
sitting,walking,0,12,100,0.1
standing,sitting,0,15,100,0.1
walking,sitting,0,11,100,0.1
standing,walking,0,7,100,0.1
sitting,standing,0,9,100,0.1
sitting,walking,0,15,100,0.1
walking,standing,0,9,100,0.1
walking,standing,0,5,100,0.1
sitting,walking,0,14,100,0.1
sitting,standing,0,11,100,0.1
sitting,standing,0,9,100,0.1
standing,sitting,0,9,100,0.1
standing,sitting,0,15,100,0.1
sitting,sitting,1,15,100,0.1
sitting,walking,0,12,100,0.1
walking,sitting,0,15,100,0.2
sitting,standing,0,16,100,0.2
walking,walking,1,26,100,0.2
sitting,standing,0,12,100,0.2
standing,walking,0,20,100,0.2
walking,sitting,0,17,100,0.2
walking,sitting,0,23,100,0.2
sitting,sitting,1,19,100,0.2
standing,standing,1,19,100,0.2
walking,walking,1,27,100,0.2
sitting,walking,0,28,100,0.2
sitting,walking,0,17,100,0.2
walking,standing,0,20,100,0.2
standing,standing,1,20,100,0.2
walking,standing,0,20,100,0.2
walking,sitting,0,20,100,0.2
sitting,walking,0,20,100,0.2
walking,walking,1,22,100,0.2
standing,walking,0,26,100,0.2
sitting,standing,0,12,100,0.2
walking,walking,1,17,100,0.2
walking,sitting,0,25,100,0.2
sitting,standing,0,18,100,0.2
sitting,walking,0,19,100,0.2
walking,walking,1,17,100,0.2
sitting,standing,0,24,100,0.2
standing,sitting,0,27,100,0.2
walking,sitting,0,21,100,0.2
sitting,sitting,1,21,100,0.2
walking,standing,0,24,100,0.2
standing,sitting,0,17,100,0.2
sitting,sitting,1,24,100,0.2
standing,walking,0,15,100,0.2
standing,walking,0,20,100,0.2
standing,walking,0,22,100,0.2
sitting,standing,0,19,100,0.2
standing,walking,0,17,100,0.2
standing,walking,0,26,100,0.2
standing,sitting,0,20,100,0.2
walking,sitting,0,22,100,0.2
standing,standing,1,19,100,0.2
walking,standing,0,30,100,0.2
standing,walking,0,26,100,0.2
standing,sitting,0,19,100,0.2
standing,sitting,0,21,100,0.2
walking,standing,0,21,100,0.2
standing,sitting,0,18,100,0.2
standing,walking,0,17,100,0.2
walking,sitting,0,17,100,0.2
walking,walking,1,25,100,0.2
walking,walking,1,17,100,0.2
walking,standing,0,21,100,0.2
sitting,walking,0,22,100,0.2
walking,sitting,0,31,100,0.2
standing,walking,0,23,100,0.2
standing,walking,0,18,100,0.2
sitting,sitting,1,18,100,0.2
sitting,walking,0,10,100,0.2
sitting,standing,0,22,100,0.2
walking,walking,1,17,100,0.2
sitting,standing,0,12,100,0.2
walking,standing,0,13,100,0.2
standing,walking,0,19,100,0.2
standing,standing,1,33,100,0.2
walking,sitting,0,19,100,0.2
sitting,sitting,1,15,100,0.2
walking,standing,0,20,100,0.2
standing,walking,0,21,100,0.2
standing,sitting,0,25,100,0.2
sitting,walking,0,24,100,0.2
sitting,walking,0,21,100,0.2
standing,sitting,0,22,100,0.2
sitting,standing,0,19,100,0.2
standing,sitting,0,20,100,0.2
walking,walking,1,18,100,0.2
sitting,standing,0,21,100,0.2
walking,walking,1,15,100,0.2
sitting,walking,0,24,100,0.2
sitting,sitting,1,17,100,0.2
walking,sitting,0,22,100,0.2
walking,walking,1,15,100,0.2
standing,sitting,0,25,100,0.2
walking,sitting,0,14,100,0.2
standing,standing,1,19,100,0.2
standing,walking,0,21,100,0.2
sitting,standing,0,19,100,0.2
walking,sitting,0,22,100,0.2
walking,sitting,0,13,100,0.2
standing,sitting,0,21,100,0.2
standing,standing,1,17,100,0.2
walking,walking,1,17,100,0.2
walking,standing,0,20,100,0.2
sitting,walking,0,21,100,0.2
walking,standing,0,19,100,0.2
walking,sitting,0,23,100,0.2
sitting,sitting,1,28,100,0.2
walking,walking,1,17,100,0.2
walking,walking,1,19,100,0.2
sitting,standing,0,14,100,0.2
standing,standing,1,11,100,0.2
sitting,sitting,1,22,100,0.2
standing,standing,1,28,100,0.2
walking,walking,1,19,100,0.2
sitting,sitting,1,23,100,0.2
sitting,walking,0,27,100,0.2
standing,sitting,0,16,100,0.2
sitting,standing,0,30,100,0.2
walking,standing,0,21,100,0.2
standing,standing,1,25,100,0.2
standing,walking,0,23,100,0.2
standing,walking,0,20,100,0.2
walking,standing,0,26,100,0.2
standing,sitting,0,19,100,0.2
standing,standing,1,23,100,0.2
walking,sitting,0,26,100,0.2
sitting,sitting,1,19,100,0.2
walking,walking,1,18,100,0.2
walking,sitting,0,16,100,0.2
walking,sitting,0,20,100,0.2
standing,standing,1,21,100,0.2
sitting,sitting,1,22,100,0.2
walking,sitting,0,17,100,0.2
walking,standing,0,16,100,0.2
walking,sitting,0,22,100,0.2
sitting,standing,0,23,100,0.2
standing,standing,1,21,100,0.2
sitting,standing,0,13,100,0.2
walking,sitting,0,25,100,0.2
sitting,walking,0,18,100,0.2
walking,standing,0,20,100,0.2
standing,sitting,0,20,100,0.2
standing,standing,1,20,100,0.2
standing,standing,1,22,100,0.2
sitting,standing,0,20,100,0.2
sitting,standing,0,16,100,0.2
walking,standing,0,16,100,0.2
walking,walking,1,19,100,0.2
walking,sitting,0,18,100,0.2
standing,walking,0,24,100,0.2
standing,sitting,0,16,100,0.2
sitting,walking,0,24,100,0.2
standing,walking,0,22,100,0.2
sitting,standing,0,24,100,0.2
sitting,sitting,1,15,100,0.2
standing,standing,1,20,100,0.2
standing,walking,0,24,100,0.2
standing,walking,0,22,100,0.2
walking,standing,0,14,100,0.2
walking,sitting,0,27,100,0.2
sitting,walking,0,19,100,0.2
walking,walking,1,18,100,0.2
standing,walking,0,25,100,0.2
walking,sitting,0,19,100,0.2
sitting,walking,0,29,100,0.2
sitting,standing,0,19,100,0.2
walking,sitting,0,14,100,0.2
walking,standing,0,17,100,0.2
standing,standing,1,28,100,0.2
walking,sitting,0,18,100,0.2
walking,standing,0,21,100,0.2
standing,sitting,0,21,100,0.2
sitting,standing,0,20,100,0.2
standing,standing,1,19,100,0.2
standing,standing,1,22,100,0.2
sitting,standing,0,26,100,0.2
sitting,sitting,1,16,100,0.2
standing,standing,1,21,100,0.2
