actual_mode,predicted_mode,iscorrect_mode,iscorrect_inferences,total_nodes,p
standing,walking,0,0,1000,0.0
standing,standing,1,0,1000,0.0
sitting,walking,0,0,1000,0.0
walking,standing,0,0,1000,0.0
standing,walking,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
sitting,sitting,1,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,standing,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,standing,1,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,sitting,1,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
sitting,sitting,1,0,1000,0.0
standing,walking,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
walking,walking,1,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,walking,1,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,standing,1,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,standing,0,0,1000,0.0
walking,standing,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
walking,standing,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
walking,standing,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
sitting,sitting,1,0,1000,0.0
sitting,walking,0,0,1000,0.0
walking,walking,1,0,1000,0.0
standing,walking,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
standing,standing,1,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
standing,standing,1,0,1000,0.0
standing,walking,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,standing,0,0,1000,0.0
walking,standing,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
standing,standing,1,0,1000,0.0
standing,standing,1,0,1000,0.0
walking,sitting,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
walking,standing,0,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
walking,standing,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
walking,walking,1,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
sitting,sitting,1,0,1000,0.0
standing,walking,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
standing,walking,0,0,1000,0.0
sitting,sitting,1,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
sitting,sitting,1,0,1000,0.0
standing,standing,1,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,standing,0,0,1000,0.0
standing,standing,1,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
walking,standing,0,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,sitting,1,0,1000,0.0
sitting,sitting,1,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,walking,1,0,1000,0.0
walking,sitting,0,0,1000,0.0
walking,walking,1,0,1000,0.0
standing,standing,1,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,walking,1,0,1000,0.0
standing,sitting,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,walking,1,0,1000,0.0
walking,walking,1,0,1000,0.0
sitting,walking,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
standing,walking,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,walking,1,0,1000,0.0
walking,sitting,0,0,1000,0.0
walking,standing,0,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,walking,1,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,walking,1,0,1000,0.0
standing,standing,1,0,1000,0.0
standing,standing,1,0,1000,0.0
walking,standing,0,0,1000,0.0
standing,standing,1,0,1000,0.0
sitting,walking,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
walking,walking,1,0,1000,0.0
walking,walking,1,0,1000,0.0
walking,standing,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,standing,0,0,1000,0.0
sitting,walking,0,0,1000,0.0
sitting,standing,0,0,1000,0.0
walking,walking,1,0,1000,0.0
walking,sitting,0,0,1000,0.0
standing,walking,0,0,1000,0.0
standing,standing,1,0,1000,0.0
standing,sitting,0,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
standing,sitting,0,0,1000,0.0
walking,sitting,0,0,1000,0.0
standing,walking,0,0,1000,0.0
walking,standing,0,0,1000,0.0
walking,standing,0,0,1,0.01
standing,sitting,0,12,1000,0.01
sitting,standing,0,10,1000,0.01
standing,walking,0,9,1000,0.01
sitting,walking,0,9,1000,0.01
walking,sitting,0,10,1000,0.01
sitting,walking,0,14,1000,0.01
sitting,walking,0,7,1000,0.01
standing,walking,0,11,1000,0.01
sitting,sitting,1,14,1000,0.01
walking,sitting,0,11,1000,0.01
standing,walking,0,13,1000,0.01
sitting,walking,0,7,1000,0.01
sitting,standing,0,12,1000,0.01
walking,sitting,0,11,1000,0.01
standing,sitting,0,8,1000,0.01
sitting,walking,0,6,1000,0.01
sitting,walking,0,7,1000,0.01
sitting,sitting,1,10,1000,0.01
standing,sitting,0,9,1000,0.01
sitting,walking,0,8,1000,0.01
standing,standing,1,9,1000,0.01
walking,standing,0,10,1000,0.01
standing,sitting,0,8,1000,0.01
walking,sitting,0,12,1000,0.01
standing,sitting,0,9,1000,0.01
sitting,walking,0,12,1000,0.01
sitting,sitting,1,9,1000,0.01
walking,sitting,0,12,1000,0.01
sitting,standing,0,10,1000,0.01
sitting,standing,0,10,1000,0.01
sitting,walking,0,13,1000,0.01
standing,walking,0,13,1000,0.01
standing,standing,1,8,1000,0.01
sitting,walking,0,14,1000,0.01
sitting,standing,0,9,1000,0.01
standing,walking,0,6,1000,0.01
sitting,walking,0,13,1000,0.01
sitting,standing,0,11,1000,0.01
walking,standing,0,9,1000,0.01
standing,standing,1,10,1000,0.01
standing,sitting,0,9,1000,0.01
standing,sitting,0,10,1000,0.01
standing,sitting,0,11,1000,0.01
walking,sitting,0,9,1000,0.01
standing,sitting,0,8,1000,0.01
sitting,walking,0,8,1000,0.01
sitting,standing,0,10,1000,0.01
sitting,standing,0,6,1000,0.01
walking,standing,0,11,1000,0.01
walking,standing,0,9,1000,0.01
standing,sitting,0,12,1000,0.01
standing,sitting,0,14,1000,0.01
sitting,walking,0,7,1000,0.01
standing,walking,0,4,1000,0.01
standing,walking,0,8,1000,0.01
walking,sitting,0,9,1000,0.01
sitting,standing,0,15,1000,0.01
standing,walking,0,14,1000,0.01
sitting,walking,0,13,1000,0.01
sitting,standing,0,19,1000,0.01
walking,sitting,0,12,1000,0.01
standing,standing,1,8,1000,0.01
standing,standing,1,9,1000,0.01
sitting,standing,0,7,1000,0.01
sitting,walking,0,11,1000,0.01
walking,standing,0,11,1000,0.01
walking,sitting,0,16,1000,0.01
walking,walking,1,9,1000,0.01
walking,sitting,0,4,1000,0.01
standing,walking,0,9,1000,0.01
standing,sitting,0,9,1000,0.01
sitting,walking,0,10,1000,0.01
walking,standing,0,7,1000,0.01
walking,standing,0,9,1000,0.01
walking,standing,0,13,1000,0.01
sitting,standing,0,14,1000,0.01
sitting,sitting,1,8,1000,0.01
standing,walking,0,9,1000,0.01
walking,walking,1,6,1000,0.01
walking,standing,0,14,1000,0.01
walking,standing,0,7,1000,0.01
walking,standing,0,10,1000,0.01
standing,walking,0,15,1000,0.01
sitting,walking,0,9,1000,0.01
sitting,standing,0,16,1000,0.01
standing,sitting,0,8,1000,0.01
walking,standing,0,8,1000,0.01
walking,standing,0,9,1000,0.01
walking,sitting,0,7,1000,0.01
standing,sitting,0,6,1000,0.01
walking,standing,0,5,1000,0.01
walking,walking,1,13,1000,0.01
walking,standing,0,16,1000,0.01
standing,walking,0,7,1000,0.01
walking,standing,0,10,1000,0.01
standing,walking,0,13,1000,0.01
sitting,walking,0,7,1000,0.01
standing,walking,0,10,1000,0.01
walking,walking,1,16,1000,0.01
sitting,standing,0,8,1000,0.01
sitting,standing,0,12,1000,0.01
sitting,walking,0,8,1000,0.01
sitting,standing,0,9,1000,0.01
sitting,walking,0,11,1000,0.01
walking,sitting,0,12,1000,0.01
sitting,walking,0,12,1000,0.01
walking,sitting,0,10,1000,0.01
walking,walking,1,5,1000,0.01
standing,sitting,0,4,1000,0.01
walking,sitting,0,7,1000,0.01
standing,walking,0,13,1000,0.01
standing,sitting,0,11,1000,0.01
walking,walking,1,7,1000,0.01
walking,walking,1,9,1000,0.01
walking,walking,1,9,1000,0.01
sitting,standing,0,6,1000,0.01
standing,sitting,0,8,1000,0.01
walking,sitting,0,10,1000,0.01
standing,sitting,0,14,1000,0.01
sitting,sitting,1,8,1000,0.01
standing,walking,0,18,1000,0.01
sitting,walking,0,15,1000,0.01
walking,standing,0,9,1000,0.01
sitting,standing,0,14,1000,0.01
walking,standing,0,8,1000,0.01
walking,walking,1,7,1000,0.01
standing,sitting,0,7,1000,0.01
standing,sitting,0,3,1000,0.01
sitting,walking,0,15,1000,0.01
sitting,sitting,1,12,1000,0.01
sitting,sitting,1,12,1000,0.01
standing,standing,1,12,1000,0.01
walking,walking,1,14,1000,0.01
sitting,walking,0,17,1000,0.01
sitting,walking,0,11,1000,0.01
walking,sitting,0,15,1000,0.01
sitting,walking,0,16,1000,0.01
sitting,standing,0,9,1000,0.01
sitting,standing,0,10,1000,0.01
walking,standing,0,10,1000,0.01
standing,standing,1,8,1000,0.01
sitting,walking,0,13,1000,0.01
sitting,sitting,1,8,1000,0.01
standing,standing,1,11,1000,0.01
walking,standing,0,16,1000,0.01
standing,sitting,0,10,1000,0.01
walking,sitting,0,4,1000,0.01
standing,sitting,0,9,1000,0.01
sitting,walking,0,13,1000,0.01
standing,sitting,0,10,1000,0.01
sitting,sitting,1,6,1000,0.01
walking,walking,1,11,1000,0.01
sitting,standing,0,12,1000,0.01
standing,sitting,0,5,1000,0.01
walking,sitting,0,5,1000,0.01
walking,sitting,0,7,1000,0.01
standing,sitting,0,12,1000,0.01
sitting,sitting,1,9,1000,0.01
sitting,walking,0,10,1000,0.01
standing,sitting,0,10,1000,0.01
walking,walking,1,11,1000,0.01
standing,sitting,0,6,1000,0.01
walking,standing,0,13,1000,0.01
sitting,walking,0,11,1000,0.01
walking,sitting,0,6,1000,0.01
walking,standing,0,8,1000,0.01
standing,sitting,0,10,1000,0.01
standing,sitting,0,11,1000,0.01
walking,sitting,0,8,1000,0.01
sitting,standing,0,8,1000,0.01
sitting,walking,0,12,1000,0.01
standing,walking,0,9,1000,0.01
sitting,sitting,1,9,1000,0.01
walking,sitting,0,9,1000,0.01
walking,sitting,0,14,1000,0.01
walking,sitting,0,10,1000,0.01
standing,walking,0,17,1000,0.01
walking,standing,0,10,1000,0.01
walking,sitting,0,12,1000,0.01
walking,sitting,0,8,1000,0.01
sitting,standing,0,11,1000,0.01
walking,standing,0,17,1000,0.01
sitting,sitting,1,4,1000,0.01
standing,sitting,0,10,1000,0.01
walking,sitting,0,2,1000,0.01
walking,sitting,0,13,1000,0.01
walking,standing,0,4,1000,0.01
standing,standing,1,8,1000,0.01
walking,walking,1,15,1000,0.01
walking,walking,1,9,1000,0.01
standing,walking,0,11,1000,0.01
sitting,walking,0,8,1000,0.01
walking,walking,1,8,1000,0.01
walking,sitting,0,12,1000,0.01
standing,walking,0,15,1000,0.01
standing,sitting,0,16,1000,0.01
sitting,standing,0,13,1000,0.01
standing,sitting,0,10,1000,0.01
standing,walking,0,13,1000,0.01
standing,sitting,0,12,1000,0.01
standing,walking,0,6,1000,0.01
standing,standing,1,14,1000,0.01
standing,sitting,0,11,1000,0.01
sitting,standing,0,18,1000,0.01
sitting,standing,0,8,1000,0.01
walking,walking,1,7,1000,0.01
standing,walking,0,6,1000,0.01
walking,walking,1,13,1000,0.01
standing,walking,0,7,1000,0.01
walking,sitting,0,12,1000,0.01
standing,sitting,0,12,1000,0.01
walking,sitting,0,10,1000,0.01
walking,walking,1,10,1000,0.01
standing,walking,0,11,1000,0.01
standing,sitting,0,9,1000,0.01
sitting,walking,0,11,1000,0.01
sitting,walking,0,16,1000,0.01
sitting,standing,0,10,1000,0.01
standing,walking,0,14,1000,0.01
sitting,standing,0,9,1000,0.01
standing,walking,0,11,1000,0.01
standing,walking,0,10,1000,0.01
standing,walking,0,11,1000,0.01
walking,standing,0,13,1000,0.01
standing,walking,0,8,1000,0.01
standing,standing,1,7,1000,0.01
standing,walking,0,8,1000,0.01
walking,standing,0,8,1000,0.01
walking,standing,0,9,1000,0.01
sitting,walking,0,5,1000,0.01
standing,standing,1,9,1000,0.01
sitting,walking,0,10,1000,0.01
walking,walking,1,15,1000,0.01
sitting,standing,0,7,1000,0.01
walking,sitting,0,6,1000,0.01
standing,walking,0,12,1000,0.01
sitting,walking,0,7,1000,0.01
standing,walking,0,7,1000,0.01
standing,walking,0,11,1000,0.01
walking,standing,0,12,1000,0.01
walking,sitting,0,12,1000,0.01
standing,walking,0,8,1000,0.01
sitting,standing,0,0,1000,0.01
standing,sitting,0,9,1000,0.01
walking,standing,0,6,1000,0.01
sitting,standing,0,9,1000,0.01
standing,sitting,0,12,1000,0.01
walking,sitting,0,8,1000,0.01
sitting,walking,0,12,1000,0.01
sitting,standing,0,11,1000,0.01
sitting,walking,0,6,1000,0.01
walking,walking,1,4,1000,0.01
sitting,standing,0,16,1000,0.01
walking,standing,0,9,1000,0.01
standing,sitting,0,8,1000,0.01
walking,walking,1,16,1000,0.01
walking,sitting,0,17,1000,0.01
walking,standing,0,5,1000,0.01
sitting,walking,0,10,1000,0.01
walking,standing,0,9,1000,0.01
walking,sitting,0,6,1000,0.01
standing,walking,0,5,1000,0.01
sitting,walking,0,10,1000,0.01
standing,sitting,0,15,1000,0.01
walking,standing,0,8,1000,0.01
walking,standing,0,9,1000,0.01
sitting,standing,0,15,1000,0.01
standing,walking,0,15,1000,0.01
standing,walking,0,18,1000,0.01
sitting,standing,0,7,1000,0.01
sitting,standing,0,7,1000,0.01
sitting,walking,0,14,1000,0.01
sitting,standing,0,2,1000,0.01
sitting,walking,0,12,1000,0.01
standing,sitting,0,11,1000,0.01
standing,walking,0,12,1000,0.01
standing,walking,0,13,1000,0.01
walking,sitting,0,10,1000,0.01
standing,walking,0,6,1000,0.01
sitting,standing,0,8,1000,0.01
sitting,standing,0,4,1000,0.01
walking,sitting,0,8,1000,0.01
standing,sitting,0,12,1000,0.01
sitting,standing,0,3,1000,0.01
sitting,standing,0,13,1000,0.01
sitting,walking,0,5,1000,0.01
walking,standing,0,6,1000,0.01
walking,standing,0,11,1000,0.01
standing,walking,0,11,1000,0.01
walking,walking,1,11,1000,0.01
sitting,walking,0,8,1000,0.01
sitting,walking,0,16,1000,0.01
sitting,standing,0,4,1000,0.01
sitting,standing,0,10,1000,0.01
walking,sitting,0,13,1000,0.01
standing,walking,0,12,1000,0.01
standing,sitting,0,10,1000,0.01
walking,sitting,0,9,1000,0.01
walking,standing,0,11,1000,0.01
walking,standing,0,8,1000,0.01
walking,sitting,0,9,1000,0.01
standing,sitting,0,8,1000,0.01
standing,standing,1,9,1000,0.01
walking,walking,1,10,1000,0.01
sitting,walking,0,12,1000,0.01
sitting,standing,0,7,1000,0.01
standing,walking,0,16,1000,0.01
walking,standing,0,11,1000,0.01
sitting,standing,0,16,1000,0.01
standing,walking,0,8,1000,0.01
standing,sitting,0,10,1000,0.01
walking,standing,0,8,1000,0.01
walking,sitting,0,12,1000,0.01
sitting,standing,0,11,1000,0.01
walking,standing,0,7,1000,0.01
standing,sitting,0,11,1000,0.01
standing,sitting,0,14,1000,0.01
standing,sitting,0,8,1000,0.01
walking,sitting,0,10,1000,0.01
walking,standing,0,5,1000,0.01
walking,standing,0,9,1000,0.01
standing,sitting,0,5,1000,0.01
standing,walking,0,9,1000,0.01
walking,walking,1,7,1000,0.01
standing,sitting,0,11,1000,0.01
standing,walking,0,6,1000,0.01
standing,sitting,0,10,1000,0.01
sitting,standing,0,9,1000,0.01
walking,sitting,0,11,1000,0.01
sitting,standing,0,11,1000,0.01
walking,standing,0,9,1000,0.01
sitting,standing,0,13,1000,0.01
walking,walking,1,9,1000,0.01
standing,walking,0,7,1000,0.01
sitting,walking,0,0,1,0.02
standing,standing,1,29,1000,0.02
standing,standing,1,25,1000,0.02
walking,standing,0,15,1000,0.02
walking,walking,1,14,1000,0.02
sitting,standing,0,21,1000,0.02
walking,sitting,0,24,1000,0.02
walking,standing,0,16,1000,0.02
standing,walking,0,17,1000,0.02
sitting,walking,0,24,1000,0.02
walking,walking,1,15,1000,0.02
standing,standing,1,23,1000,0.02
sitting,walking,0,24,1000,0.02
sitting,walking,0,17,1000,0.02
walking,standing,0,16,1000,0.02
sitting,walking,0,23,1000,0.02
standing,walking,0,20,1000,0.02
sitting,walking,0,26,1000,0.02
sitting,standing,0,24,1000,0.02
sitting,walking,0,19,1000,0.02
standing,sitting,0,26,1000,0.02
standing,sitting,0,22,1000,0.02
sitting,walking,0,25,1000,0.02
walking,sitting,0,13,1000,0.02
standing,standing,1,20,1000,0.02
standing,sitting,0,18,1000,0.02
standing,sitting,0,25,1000,0.02
standing,standing,1,17,1000,0.02
standing,walking,0,26,1000,0.02
walking,standing,0,21,1000,0.02
standing,walking,0,20,1000,0.02
sitting,walking,0,22,1000,0.02
walking,standing,0,17,1000,0.02
standing,standing,1,22,1000,0.02
walking,sitting,0,20,1000,0.02
sitting,standing,0,20,1000,0.02
walking,sitting,0,21,1000,0.02
walking,walking,1,16,1000,0.02
standing,standing,1,24,1000,0.02
sitting,standing,0,15,1000,0.02
walking,sitting,0,12,1000,0.02
standing,walking,0,20,1000,0.02
walking,sitting,0,24,1000,0.02
walking,sitting,0,22,1000,0.02
sitting,walking,0,13,1000,0.02
walking,sitting,0,26,1000,0.02
walking,standing,0,21,1000,0.02
walking,walking,1,27,1000,0.02
sitting,sitting,1,22,1000,0.02
walking,sitting,0,21,1000,0.02
walking,walking,1,14,1000,0.02
standing,standing,1,17,1000,0.02
sitting,walking,0,20,1000,0.02
walking,standing,0,29,1000,0.02
standing,sitting,0,21,1000,0.02
sitting,standing,0,17,1000,0.02
sitting,standing,0,21,1000,0.02
walking,standing,0,16,1000,0.02
walking,standing,0,18,1000,0.02
sitting,standing,0,16,1000,0.02
sitting,walking,0,12,1000,0.02
standing,sitting,0,24,1000,0.02
standing,walking,0,17,1000,0.02
sitting,standing,0,20,1000,0.02
walking,standing,0,15,1000,0.02
walking,sitting,0,23,1000,0.02
sitting,standing,0,18,1000,0.02
sitting,standing,0,22,1000,0.02
walking,sitting,0,18,1000,0.02
standing,sitting,0,18,1000,0.02
standing,walking,0,17,1000,0.02
sitting,walking,0,15,1000,0.02
sitting,standing,0,16,1000,0.02
walking,sitting,0,18,1000,0.02
standing,standing,1,29,1000,0.02
sitting,sitting,1,21,1000,0.02
standing,sitting,0,12,1000,0.02
sitting,standing,0,23,1000,0.02
sitting,walking,0,22,1000,0.02
sitting,sitting,1,20,1000,0.02
standing,standing,1,10,1000,0.02
sitting,walking,0,19,1000,0.02
walking,standing,0,15,1000,0.02
sitting,standing,0,22,1000,0.02
sitting,standing,0,23,1000,0.02
sitting,sitting,1,17,1000,0.02
sitting,walking,0,18,1000,0.02
standing,walking,0,22,1000,0.02
standing,sitting,0,18,1000,0.02
standing,sitting,0,24,1000,0.02
sitting,standing,0,10,1000,0.02
standing,sitting,0,10,1000,0.02
sitting,standing,0,20,1000,0.02
standing,standing,1,25,1000,0.02
walking,sitting,0,19,1000,0.02
standing,walking,0,12,1000,0.02
walking,standing,0,20,1000,0.02
walking,sitting,0,20,1000,0.02
walking,sitting,0,16,1000,0.02
sitting,sitting,1,22,1000,0.02
sitting,standing,0,18,1000,0.02
walking,standing,0,18,1000,0.02
sitting,sitting,1,18,1000,0.02
standing,standing,1,26,1000,0.02
standing,walking,0,18,1000,0.02
standing,sitting,0,24,1000,0.02
sitting,sitting,1,16,1000,0.02
sitting,sitting,1,16,1000,0.02
walking,standing,0,17,1000,0.02
walking,walking,1,15,1000,0.02
standing,sitting,0,9,1000,0.02
walking,sitting,0,24,1000,0.02
sitting,standing,0,15,1000,0.02
standing,sitting,0,17,1000,0.02
walking,standing,0,18,1000,0.02
standing,sitting,0,27,1000,0.02
walking,standing,0,19,1000,0.02
standing,sitting,0,21,1000,0.02
sitting,standing,0,22,1000,0.02
