actual_mode,predicted_mode,iscorrect_mode,iscorrect_inferences,total_nodes,p
walking,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
standing,walking,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,sitting,0,0,1,0.0
walking,sitting,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
standing,sitting,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
walking,standing,0,0,1,0.0
walking,standing,0,0,1,0.0
walking,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
standing,sitting,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
standing,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,sitting,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
walking,sitting,0,0,1,0.0
standing,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
walking,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
standing,sitting,0,0,1,0.0
standing,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
walking,sitting,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
walking,sitting,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
standing,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
walking,sitting,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.0
standing,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,sitting,0,0,1,0.0
walking,sitting,0,0,1,0.0
standing,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
standing,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
standing,sitting,0,0,1,0.0
standing,walking,0,0,1,0.0
walking,standing,0,0,1,0.0
standing,walking,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,walking,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,standing,0,0,1,0.0
sitting,walking,0,0,1,0.0
walking,sitting,0,0,1,0.0
walking,sitting,0,0,1,0.0
sitting,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,standing,1,1,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,walking,1,1,1,0.01
sitting,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,standing,1,1,1,0.01
walking,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
sitting,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,sitting,0,0,1,0.01
sitting,standing,0,0,1,0.01
sitting,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,sitting,0,0,1,0.01
sitting,walking,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
standing,sitting,0,0,1,0.01
standing,walking,0,0,1,0.01
walking,sitting,0,0,1,0.01
walking,standing,0,0,1,0.01
walking,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
standing,walking,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
walking,sitting,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
walking,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,sitting,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
sitting,standing,0,0,1,0.02
standing,sitting,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,walking,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,walking,0,0,1,0.02
sitting,standing,0,0,1,0.02
standing,sitting,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
walking,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,walking,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,sitting,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
standing,sitting,0,0,1,0.02
sitting,walking,0,0,1,0.02
standing,sitting,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
standing,walking,0,0,1,0.02
walking,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,sitting,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
sitting,standing,0,0,1,0.02
standing,walking,0,0,1,0.02
standing,sitting,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
sitting,standing,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
walking,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,walking,0,0,1,0.02
standing,sitting,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
sitting,standing,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,walking,0,0,1,0.02
standing,walking,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
walking,standing,0,0,1,0.02
sitting,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,standing,0,0,1,0.02
sitting,standing,0,0,1,0.02
walking,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
sitting,walking,0,0,1,0.02
standing,sitting,0,0,1,0.02
walking,sitting,0,0,1,0.02
sitting,standing,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,sitting,0,0,1,0.02
sitting,walking,0,0,1,0.02
sitting,walking,0,0,1,0.02
standing,walking,0,0,1,0.02
walking,standing,0,0,1,0.02
standing,sitting,0,0,1,0.02
standing,walking,0,0,1,0.02
