actual_mode,predicted_mode,iscorrect_mode,iscorrect_inferences,total_nodes,p
walking,standing,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,standing,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,standing,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,standing,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,standing,0,0,2,0.0
standing,walking,0,0,2,0.0
walking,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,standing,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,standing,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,standing,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,standing,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,standing,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,standing,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,standing,0,0,2,0.0
sitting,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
sitting,standing,0,0,2,0.0
walking,sitting,0,0,2,0.0
sitting,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,walking,0,0,2,0.0
walking,standing,0,0,2,0.0
walking,standing,0,0,2,0.0
sitting,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
standing,walking,0,0,2,0.0
walking,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
standing,sitting,0,0,2,0.0
walking,standing,0,0,2,0.0
standing,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,walking,1,1,2,0.1
walking,sitting,0,0,2,0.1
walking,standing,0,1,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,1,2,0.1
walking,standing,0,0,2,0.1
standing,standing,1,1,2,0.1
standing,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,walking,1,1,2,0.1
sitting,standing,0,0,2,0.1
sitting,standing,0,1,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,sitting,1,1,2,0.1
walking,sitting,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,walking,1,1,2,0.1
standing,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,standing,1,1,2,0.1
walking,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,sitting,1,1,2,0.1
walking,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
standing,walking,0,0,2,0.1
standing,walking,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,walking,0,1,2,0.1
sitting,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,standing,0,1,2,0.1
standing,standing,1,2,2,0.1
walking,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
sitting,sitting,1,1,2,0.1
sitting,walking,0,0,2,0.1
walking,sitting,0,1,2,0.1
standing,sitting,0,0,2,0.1
walking,standing,0,1,2,0.1
walking,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,walking,0,1,2,0.1
sitting,sitting,1,1,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,sitting,0,1,2,0.1
standing,standing,1,1,2,0.1
standing,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,walking,0,0,2,0.1
walking,standing,0,1,2,0.1
standing,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
sitting,sitting,1,1,2,0.1
walking,sitting,0,0,2,0.1
standing,walking,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
sitting,sitting,1,1,2,0.1
standing,walking,0,1,2,0.1
standing,walking,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,walking,0,0,2,0.1
standing,walking,0,0,2,0.1
sitting,walking,0,0,2,0.1
walking,walking,1,1,2,0.1
sitting,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,sitting,1,1,2,0.1
walking,standing,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,walking,1,1,2,0.1
sitting,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
standing,walking,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,sitting,1,1,2,0.1
standing,sitting,0,1,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,walking,1,1,2,0.1
walking,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
standing,walking,0,1,2,0.1
standing,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,walking,1,1,2,0.1
standing,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,sitting,0,0,2,0.1
standing,standing,1,1,2,0.1
walking,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,sitting,0,1,2,0.1
sitting,walking,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
walking,walking,1,1,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,sitting,0,1,2,0.1
sitting,standing,0,0,2,0.1
standing,standing,1,1,2,0.1
walking,standing,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,sitting,1,1,2,0.1
standing,standing,1,1,2,0.1
sitting,walking,0,0,2,0.1
walking,standing,0,1,2,0.1
standing,standing,1,1,2,0.1
standing,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,walking,1,1,2,0.1
walking,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,sitting,1,2,2,0.1
walking,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
standing,sitting,0,1,2,0.1
walking,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,walking,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,standing,1,1,2,0.1
standing,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,walking,0,1,2,0.1
walking,walking,1,1,2,0.1
sitting,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,walking,0,0,2,0.1
standing,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,sitting,1,1,2,0.1
walking,sitting,0,0,2,0.1
sitting,walking,0,1,2,0.1
sitting,walking,0,0,2,0.1
standing,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
walking,sitting,0,0,2,0.1
walking,walking,1,1,2,0.1
standing,sitting,0,0,2,0.1
walking,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,walking,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
standing,standing,1,1,2,0.1
walking,sitting,0,1,2,0.1
sitting,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,sitting,1,1,2,0.1
walking,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,standing,1,1,2,0.1
walking,standing,0,1,2,0.1
sitting,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,standing,1,1,2,0.1
sitting,standing,0,0,2,0.1
walking,walking,1,1,2,0.1
standing,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
sitting,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
standing,walking,0,1,2,0.1
walking,walking,1,1,2,0.1
standing,walking,0,1,2,0.1
standing,sitting,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,sitting,0,0,2,0.1
standing,sitting,0,0,2,0.1
sitting,walking,0,1,2,0.1
sitting,walking,0,1,2,0.1
standing,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,standing,0,0,2,0.1
sitting,standing,0,1,2,0.1
walking,standing,0,0,2,0.1
sitting,sitting,1,1,2,0.1
sitting,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
standing,standing,1,1,2,0.1
standing,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
sitting,standing,0,0,2,0.1
sitting,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
standing,walking,0,0,2,0.1
walking,standing,0,0,2,0.1
walking,walking,1,1,2,0.1
sitting,standing,0,1,2,0.1
walking,sitting,0,0,2,0.1
walking,sitting,0,0,2,0.1
walking,standing,0,1,2,0.1
standing,walking,0,0,2,0.1
sitting,walking,0,1,2,0.1
standing,walking,0,0,2,0.1
walking,sitting,0,0,2,0.1
walking,standing,0,0,2,0.1
walking,sitting,0,0,2,0.1
sitting,walking,0,0,2,0.1
standing,walking,0,1,2,0.1
walking,standing,0,0,2,0.1
walking,sitting,0,0,2,0.2
standing,walking,0,0,2,0.2
standing,standing,1,1,2,0.2
standing,walking,0,1,2,0.2
walking,sitting,0,0,2,0.2
standing,standing,1,1,2,0.2
standing,sitting,0,0,2,0.2
sitting,walking,0,0,2,0.2
standing,standing,1,1,2,0.2
standing,walking,0,0,2,0.2
standing,sitting,0,1,2,0.2
walking,standing,0,0,2,0.2
sitting,walking,0,0,2,0.2
walking,standing,0,1,2,0.2
standing,standing,1,1,2,0.2
walking,standing,0,0,2,0.2
standing,walking,0,0,2,0.2
sitting,sitting,1,2,2,0.2
standing,walking,0,0,2,0.2
walking,standing,0,0,2,0.2
walking,standing,0,1,2,0.2
walking,standing,0,0,2,0.2
sitting,walking,0,1,2,0.2
sitting,walking,0,1,2,0.2
standing,sitting,0,1,2,0.2
walking,standing,0,1,2,0.2
standing,walking,0,1,2,0.2
standing,sitting,0,1,2,0.2
sitting,walking,0,0,2,0.2
walking,standing,0,0,2,0.2
standing,sitting,0,0,2,0.2
walking,standing,0,0,2,0.2
standing,sitting,0,0,2,0.2
walking,sitting,0,0,2,0.2
sitting,sitting,1,1,2,0.2
standing,walking,0,0,2,0.2
standing,walking,0,1,2,0.2
walking,walking,1,1,2,0.2
standing,sitting,0,1,2,0.2
sitting,standing,0,1,2,0.2
walking,walking,1,2,2,0.2
walking,standing,0,1,2,0.2
walking,standing,0,1,2,0.2
walking,sitting,0,0,2,0.2
walking,walking,1,1,2,0.2
walking,walking,1,1,2,0.2
sitting,walking,0,0,2,0.2
walking,sitting,0,1,2,0.2
sitting,walking,0,0,2,0.2
sitting,standing,0,1,2,0.2
walking,standing,0,0,2,0.2
standing,sitting,0,0,2,0.2
walking,sitting,0,0,2,0.2
standing,sitting,0,1,2,0.2
walking,standing,0,0,2,0.2
walking,standing,0,0,2,0.2
walking,standing,0,0,2,0.2
walking,walking,1,1,2,0.2
sitting,standing,0,0,2,0.2
standing,standing,1,1,2,0.2
standing,sitting,0,0,2,0.2
walking,sitting,0,0,2,0.2
walking,sitting,0,0,2,0.2
standing,standing,1,1,2,0.2
walking,standing,0,1,2,0.2
walking,walking,1,1,2,0.2
walking,standing,0,0,2,0.2
standing,walking,0,1,2,0.2
walking,standing,0,0,2,0.2
sitting,sitting,1,2,2,0.2
walking,standing,0,0,2,0.2
sitting,sitting,1,1,2,0.2
sitting,walking,0,0,2,0.2
walking,standing,0,1,2,0.2
sitting,walking,0,1,2,0.2
standing,walking,0,1,2,0.2
walking,standing,0,0,2,0.2
standing,standing,1,2,2,0.2
standing,sitting,0,0,2,0.2
sitting,walking,0,0,2,0.2
standing,walking,0,0,2,0.2
standing,walking,0,0,2,0.2
standing,standing,1,1,2,0.2
sitting,standing,0,1,2,0.2
walking,sitting,0,0,2,0.2
standing,walking,0,0,2,0.2
walking,sitting,0,0,2,0.2
sitting,standing,0,0,2,0.2
sitting,standing,0,0,2,0.2
sitting,walking,0,0,2,0.2
walking,sitting,0,0,2,0.2
walking,walking,1,1,2,0.2
sitting,standing,0,0,2,0.2
standing,sitting,0,0,2,0.2
sitting,walking,0,1,2,0.2
standing,walking,0,0,2,0.2
walking,standing,0,0,2,0.2
standing,sitting,0,0,2,0.2
walking,standing,0,1,2,0.2
walking,walking,1,1,2,0.2
walking,standing,0,0,2,0.2
walking,sitting,0,0,2,0.2
walking,standing,0,0,2,0.2
standing,sitting,0,0,2,0.2
sitting,walking,0,1,2,0.2
walking,sitting,0,1,2,0.2
sitting,walking,0,0,2,0.2
sitting,standing,0,1,2,0.2
walking,walking,1,1,2,0.2
walking,sitting,0,0,2,0.2
walking,walking,1,1,2,0.2
sitting,standing,0,0,2,0.2
standing,standing,1,1,2,0.2
sitting,walking,0,1,2,0.2
walking,sitting,0,1,2,0.2
sitting,walking,0,0,2,0.2
standing,standing,1,1,2,0.2
sitting,sitting,1,1,2,0.2
standing,sitting,0,0,2,0.2
sitting,walking,0,0,2,0.2
walking,sitting,0,1,2,0.2
standing,sitting,0,0,2,0.2
walking,standing,0,0,2,0.2
walking,standing,0,0,2,0.2
walking,sitting,0,0,2,0.2
standing,sitting,0,0,2,0.2
walking,sitting,0,1,2,0.2
standing,walking,0,0,2,0.2
walking,sitting,0,0,2,0.2
sitting,standing,0,1,2,0.2
standing,walking,0,1,2,0.2
walking,sitting,0,0,2,0.2
walking,standing,0,0,2,0.2
walking,sitting,0,0,2,0.2
walking,sitting,0,0,2,0.2
sitting,walking,0,0,2,0.2
walking,sitting,0,0,2,0.2
standing,sitting,0,0,2,0.2
walking,sitting,0,0,2,0.2
walking,standing,0,0,2,0.2
standing,walking,0,0,2,0.2
sitting,sitting,1,1,2,0.2
sitting,sitting,1,2,2,0.2
standing,walking,0,0,2,0.2
standing,standing,1,2,2,0.2
walking,standing,0,1,2,0.2
sitting,standing,0,1,2,0.2
standing,standing,1,2,2,0.2
standing,walking,0,0,2,0.2
sitting,walking,0,0,2,0.2
walking,walking,1,1,2,0.2
standing,sitting,0,0,2,0.2
standing,sitting,0,0,2,0.2
walking,standing,0,0,2,0.2
sitting,standing,0,1,2,0.2
walking,standing,0,0,2,0.2
standing,walking,0,0,2,0.2
sitting,sitting,1,1,2,0.2
standing,walking,0,0,2,0.2
standing,walking,0,0,2,0.2
standing,sitting,0,0,2,0.2
standing,walking,0,0,2,0.2
sitting,sitting,1,1,2,0.2
standing,walking,0,0,2,0.2
sitting,walking,0,0,2,0.2
sitting,walking,0,0,2,0.2
walking,walking,1,1,2,0.2
